node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,ollivier_ricci,branching_entropy,ancestor_density_k2,local_potential,flow_energy
234,1,21,352,8,21,1,1,21,2,1,0.6666666666666666,0.0,0.6666666666666666,26.39396588917653,1.2069489608125925
235,8,127,9232,8,127,1,1,127,2,1,0.6190476190476191,0.0,0.6666666666666666,155.50487967587443,1.2069489608125767
236,1,34,304,8,34,1,1,34,2,1,0.5714285714285714,0.0,0.5,42.402018076572645,1.9218120556727767
237,3,34,712,8,34,1,1,34,2,1,0.6190476190476191,0.0,0.6666666666666666,42.402018076572645,1.2069489608125612
238,1,34,808,8,34,2,1,34,3,2,0.5714285714285714,0.6931471805579453,0.6,42.68970014902442,2.4138979216251535
239,32,52,9232,8,52,1,1,52,2,1,0.5714285714285714,0.0,0.5,63.90313170730926,1.9218120556727767
240,1,21,240,8,21,1,1,21,2,1,0.6666666666666666,0.0,0.6666666666666666,26.10628381672475,1.2069489608125925
241,3,21,724,8,21,1,1,21,2,1,0.6190476190476191,0.0,0.6666666666666666,26.39396588917653,1.2069489608125925
242,1,96,9232,8,96,1,1,96,2,1,0.6190476190476191,0.0,0.5,117.42034971283813,1.9218120556727767
243,6,96,9232,8,96,1,1,96,2,1,0.6190476190476191,0.0,0.6666666666666666,117.70803178528992,1.2069489608125457
244,1,21,244,8,21,2,1,21,3,2,0.5714285714285714,0.6931471805579453,0.6,26.681647961628315,2.413897921625169
245,3,21,736,8,21,1,1,21,2,1,0.5714285714285714,0.0,0.5,26.681647961628315,1.9218120556728062
246,1,47,628,8,47,1,1,47,2,1,0.6666666666666666,0.0,0.6666666666666666,58.12238819151694,1.2069489608125612
247,8,47,1672,8,47,1,1,47,2,1,0.6190476190476191,0.0,0.6666666666666666,58.41007026396871,1.2069489608125767
248,1,109,9232,8,109,1,1,109,2,1,0.5714285714285714,0.0,0.5,133.4284019002342,1.921812055672816
249,3,47,952,8,47,1,1,47,2,1,0.6190476190476191,0.0,0.6666666666666666,58.41007026396871,1.2069489608125925
250,1,109,9232,8,109,2,1,109,3,2,0.5714285714285714,0.6931471805579453,0.6,133.716083972686,2.4138979216251535
251,44,65,9232,8,65,1,1,65,2,1,0.5714285714285714,0.0,0.5,79.62350182225357,1.9218120556728555
252,1,109,9232,8,109,1,1,109,2,1,0.6666666666666666,0.0,0.6666666666666666,133.4284019002342,1.2069489608126394
253,3,109,9232,8,109,1,1,109,2,1,0.6190476190476191,0.0,0.6666666666666666,133.716083972686,1.2069489608125767
254,1,47,4372,8,47,1,1,47,2,1,0.6190476190476191,0.0,0.5,58.41007026396872,1.9218120556727767
255,21,47,13120,8,47,1,1,-1,2,1,0.6190476190476191,0.0,0.6666666666666666,16.818982403612438,1.2069489608125845
256,1,8,256,9,8,2,1,8,3,2,0.5714285714285714,0.6931471805579453,0.6,10.6735957742322,2.4138979216251615
257,3,122,9232,9,122,1,1,122,2,1,0.5714285714285714,0.0,0.5,149.14877201517857,1.9218120556727372
258,1,122,9232,9,122,1,1,122,2,1,0.6666666666666666,0.0,0.6666666666666666,149.14877201517857,1.2069489608125143
259,6,122,9232,9,122,1,1,122,2,1,0.6190476190476191,0.0,0.6666666666666666,149.43645408763032,1.2069489608125767
260,1,29,260,9,29,1,1,29,2,1,0.5714285714285714,0.0,0.5,36.04591041587676,1.921812055672816
261,3,29,784,9,29,1,1,29,2,1,0.6190476190476191,0.0,0.6666666666666666,36.04591041587676,1.2069489608125925
262,1,29,592,9,29,2,1,29,3,2,0.5714285714285714,0.6931471805579453,0.6,36.33359248832854,2.413897921625185
263,11,78,9232,9,78,1,1,78,2,1,0.5714285714285714,0.0,0.5,95.6315540096497,1.9218120556727767
264,1,29,264,9,29,1,1,29,2,1,0.6666666666666666,0.0,0.6666666666666666,35.75822834342498,1.2069489608125767
265,3,122,9232,9,122,1,1,122,2,1,0.6190476190476191,0.0,0.6666666666666666,149.43645408763032,1.2069489608125767
266,1,29,400,9,29,1,1,29,2,1,0.6190476190476191,0.0,0.5,36.04591041587677,1.9218120556727767
267,8,21,1204,9,21,1,1,21,2,1,0.6190476190476191,0.0,0.6666666666666666,26.39396588917653,1.2069489608125925
268,1,29,304,9,29,2,1,29,3,2,0.5714285714285714,0.6931471805579453,0.6,36.33359248832854,2.4138979216251535
269,3,29,808,9,29,1,1,29,2,1,0.5714285714285714,0.0,0.5,36.33359248832854,1.9218120556727962
270,1,42,916,9,42,1,1,42,2,1,0.6666666666666666,0.0,0.6666666666666666,51.76628053082106,1.2069489608125925
271,11,42,2752,9,42,1,1,42,2,1,0.6190476190476191,0.0,0.6666666666666666,52.05396260327284,1.2069489608125767
272,1,16,272,9,16,1,1,16,2,1,0.5714285714285714,0.0,0.5,20.32554030093242,1.9218120556728062
273,3,29,820,9,29,1,1,29,2,1,0.6190476190476191,0.0,0.6666666666666666,36.33359248832854,1.2069489608125925
274,1,91,9232,9,91,2,1,91,3,2,0.5714285714285714,0.6931471805579453,0.6,111.6396061970458,2.4138979216251535
275,6,91,9232,9,91,1,1,91,2,1,0.5714285714285714,0.0,0.5,111.6396061970458,1.921812055672816
276,1,16,276,9,16,1,1,16,2,1,0.6666666666666666,0.0,0.6666666666666666,20.03785822848064,1.2069489608125767
277,3,16,832,9,16,1,1,16,2,1,0.6190476190476191,0.0,0.6666666666666666,20.32554030093242,1.2069489608125767
278,1,42,628,9,42,1,1,42,2,1,0.6190476190476191,0.0,0.5,52.05396260327284,1.9218120556727962
279,8,42,1888,9,42,1,1,42,2,1,0.6190476190476191,0.0,0.6666666666666666,52.341644675724616,1.2069489608125925
280,1,16,280,9,16,2,1,16,3,2,0.5714285714285714,0.6931471805579453,0.6,20.6132223733842,2.413897921625169
281,3,42,952,9,42,1,1,42,2,1,0.5714285714285714,0.0,0.5,52.341644675724616,1.9218120556727962
282,1,16,424,9,16,1,1,16,2,1,0.6666666666666666,0.0,0.6666666666666666,20.32554030093242,1.2069489608125845
283,39,60,9232,9,60,1,1,60,2,1,0.6190476190476191,0.0,0.6666666666666666,73.55507623400948,1.2069489608125767
284,1,104,9232,9,104,1,1,104,2,1,0.5714285714285714,0.0,0.5,127.35997631199012,1.921812055672816
285,3,104,9232,9,104,1,1,104,2,1,0.6190476190476191,0.0,0.6666666666666666,127.35997631199012,1.2069489608125767
286,1,104,9232,9,104,2,1,104,3,2,0.5714285714285714,0.6931471805579453,0.6,127.64765838444191,2.4138979216251535
287,16,42,4372,9,42,1,1,42,2,1,0.5714285714285714,0.0,0.5,52.341644675724616,1.9218120556727962
288,1,24,288,9,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.402120682729084,1.2069489608125845
289,3,29,868,9,29,1,1,29,2,1,0.6190476190476191,0.0,0.6666666666666666,36.33359248832854,1.2069489608125925
290,1,117,9232,9,117,1,1,117,2,1,0.6190476190476191,0.0,0.5,143.08034642693443,1.921812055672816
291,6,117,9232,9,117,1,1,117,2,1,0.6190476190476191,0.0,0.6666666666666666,143.3680284993862,1.2069489608125767
292,1,117,9232,9,117,2,1,117,3,2,0.5714285714285714,0.6931471805579453,0.6,143.3680284993862,2.4138979216252787
293,3,117,9232,9,117,1,1,117,2,1,0.5714285714285714,0.0,0.5,143.3680284993862,1.921812055672816
294,1,117,9232,9,117,1,1,117,2,1,0.6666666666666666,0.0,0.6666666666666666,143.3680284993862,1.2069489608126394
295,13,55,2248,9,55,1,1,55,2,1,0.6190476190476191,0.0,0.6666666666666666,68.3496968631207,1.2069489608125767
296,1,24,296,9,24,1,1,24,2,1,0.5714285714285714,0.0,0.5,29.977484827632644,1.921812055672816
297,3,73,9232,9,73,1,1,73,2,1,0.6190476190476191,0.0,0.6666666666666666,89.56312842140558,1.206948960812608
298,1,24,448,9,24,2,1,24,3,2,0.5714285714285714,0.6931471805579453,0.6,30.265166900084427,2.413897921625169
299,8,117,9232,9,117,1,1,117,2,1,0.5714285714285714,0.0,0.5,143.3680284993862,1.921812055672816
300,1,16,340,9,16,1,1,16,2,1,0.6666666666666666,0.0,0.6666666666666666,20.03785822848064,1.2069489608125767
301,3,16,904,9,16,1,1,16,2,1,0.6190476190476191,0.0,0.6666666666666666,20.32554030093242,1.2069489608125767
302,1,16,1024,9,16,1,1,16,2,1,0.6190476190476191,0.0,0.5,20.32554030093242,1.9218120556728062
303,21,42,3076,9,42,1,1,42,2,1,0.6190476190476191,0.0,0.6666666666666666,52.053962603272836,1.2069489608125767
304,1,24,304,9,24,2,1,24,3,2,0.5714285714285714,0.6931471805579453,0.6,30.265166900084427,2.413897921625169
305,3,37,916,9,37,1,1,37,2,1,0.5714285714285714,0.0,0.5,45.69785494257696,1.921812055672816
306,1,37,520,9,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.69785494257697,1.2069489608125767
307,6,37,1384,9,37,1,1,37,2,1,0.6190476190476191,0.0,0.6666666666666666,45.98553701502875,1.2069489608125767
308,1,24,308,9,24,1,1,24,2,1,0.5714285714285714,0.0,0.5,30.265166900084427,1.9218120556728062
309,3,24,928,9,24,1,1,24,2,1,0.6190476190476191,0.0,0.6666666666666666,30.265166900084427,1.2069489608125845
310,1,86,9232,9,86,2,1,86,3,2,0.5714285714285714,0.6931471805579453,0.6,105.5711806088017,2.4138979216251535
311,8,86,9232,9,86,1,1,86,2,1,0.5714285714285714,0.0,0.5,105.5711806088017,1.9218120556727767
312,1,37,312,9,37,1,1,37,2,1,0.6666666666666666,0.0,0.6666666666666666,45.69785494257696,1.2069489608125767
313,3,130,9232,9,130,1,1,130,2,1,0.6190476190476191,0.0,0.6666666666666666,159.08839861433057,1.2069489608125143
314,1,37,472,9,37,1,1,37,2,1,0.6190476190476191,0.0,0.5,45.98553701502874,1.9218120556727962
315,11,37,1600,9,37,1,1,37,2,1,0.6190476190476191,0.0,0.6666666666666666,45.98553701502875,1.2069489608125767
316,1,37,808,9,37,2,1,37,3,2,0.5714285714285714,0.6931471805579453,0.6,46.27321908748052,2.4138979216251535
317,3,37,952,9,37,1,1,37,2,1,0.5714285714285714,0.0,0.5,46.27321908748052,1.9218120556727962
318,1,55,9232,9,55,1,1,55,2,1,0.6666666666666666,0.0,0.6666666666666666,67.48665064576535,1.206948960812608
319,34,55,9232,9,55,1,1,55,2,1,0.6190476190476191,0.0,0.6666666666666666,67.48665064576535,1.2069489608125767
320,1,11,320,9,11,1,1,11,2,1,0.5714285714285714,0.0,0.5,14.25711471268831,1.9218120556728062
321,3,24,964,9,24,1,1,24,2,1,0.6190476190476191,0.0,0.6666666666666666,29.977484827632647,1.2069489608125845
322,1,99,9232,9,99,2,1,99,3,2,0.5714285714285714,0.6931471805579453,0.6,121.29155072374601,2.4138979216251535
323,6,99,9232,9,99,1,1,99,2,1,0.5714285714285714,0.0,0.5,121.29155072374601,1.921812055672816
324,1,24,324,9,24,1,1,24,2,1,0.6666666666666666,0.0,0.6666666666666666,29.977484827632647,1.2069489608125767
325,3,24,976,9,24,1,1,24,2,1,0.6190476190476191,0.0,0.6666666666666666,30.265166900084427,1.2069489608125845
326,1,24,736,9,24,1,1,24,2,1,0.6190476190476191,0.0,0.5,30.265166900084427,1.9218120556728062
327,34,143,9232,9,143,1,1,143,2,1,0.6190476190476191,0.0,0.6666666666666666,174.23340458437133,1.2069489608125767
328,1,112,9232,9,112,2,1,112,3,2,0.5714285714285714,0.6931471805579453,0.6,137.2996029111421,2.4138979216251535
329,3,50,1672,9,50,1,1,50,2,1,0.5714285714285714,0.0,0.5,61.99358920242482,1.9218120556727767
330,1,112,9232,9,112,1,1,112,2,1,0.6666666666666666,0.0,0.6666666666666666,137.01192083869034,1.2069489608125143
331,8,24,1492,9,24,1,1,24,2,1,0.6190476190476191,0.0,0.6666666666666666,30.265166900084427,1.2069489608125845
332,1,112,9232,9,112,1,1,112,2,1,0.5714285714285714,0.0,0.5,137.2996029111421,1.921812055672816
333,3,112,9232,9,112,1,1,112,2,1,0.6190476190476191,0.0,0.6666666666666666,137.2996029111421,1.2069489608125767
334,1,68,9232,9,68,2,1,68,3,2,0.5714285714285714,0.6931471805579453,0.6,83.49470283316148,2.4138979216251535
335,13,68,9232,9,68,1,1,68,2,1,0.5714285714285714,0.0,0.5,83.49470283316148,1.9218120556727767
336,1,11,336,9,11,1,1,11,2,1,0.6666666666666666,0.0,0.6666666666666666,13.681750567784748,1.2069489608125845
337,3,112,9232,9,112,1,1,112,2,1,0.6190476190476191,0.0,0.6666666666666666,137.2996029111421,1.2069489608125767
338,1,50,4372,9,50,1,1,50,2,1,0.6190476190476191,0.0,0.5,61.99358920242482,1.9218120556727962
339,6,50,4372,9,50,1,1,50,2,1,0.6190476190476191,0.0,0.6666666666666666,62.281271274876595,1.2069489608125925
340,1,11,340,9,11,2,1,11,3,2,0.5714285714285714,0.6931471805579453,0.6,14.25711471268831,2.4138979216251615
341,3,11,1024,9,11,1,1,11,2,1,0.5714285714285714,0.0,0.5,14.25711471268831,1.9218120556728062
342,1,125,9232,9,125,1,1,125,2,1,0.6666666666666666,0.0,0.6666666666666666,152.73229095363467,1.2069489608125143
343,8,125,9232,9,125,1,1,125,2,1,0.6190476190476191,0.0,0.6666666666666666,153.01997302608643,1.2069489608125767
344,1,32,344,9,32,1,1,32,2,1,0.5714285714285714,0.0,0.5,39.62942935433286,1.9218120556727962
345,3,125,9232,9,125,1,1,125,2,1,0.6190476190476191,0.0,0.6666666666666666,153.01997302608643,1.2069489608125767
346,1,32,520,9,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,39.91711142678465,2.4138979216251224
347,16,125,9232,9,125,1,1,125,2,1,0.5714285714285714,0.0,0.5,153.01997302608643,1.921812055672816
348,1,32,592,9,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433287,1.2069489608125612
349,3,32,1048,9,32,1,1,32,2,1,0.6190476190476191,0.0,0.6666666666666666,39.91711142678465,1.2069489608125612
350,1,81,9232,9,81,1,1,81,2,1,0.6190476190476191,0.0,0.5,99.2150729481058,1.921812055672816
351,13,81,9232,9,81,1,1,81,2,1,0.6190476190476191,0.0,0.6666666666666666,99.2150729481058,1.2069489608125767
352,1,19,352,9,19,2,1,19,3,2,0.5714285714285714,0.6931471805579453,0.6,24.196741311840313,2.413897921625169
353,3,125,9232,9,125,1,1,125,2,1,0.5714285714285714,0.0,0.5,153.01997302608646,1.9218120556727372
354,1,32,532,9,32,1,1,32,2,1,0.6666666666666666,0.0,0.6666666666666666,39.62942935433286,1.2069489608125767
355,6,32,1600,9,32,1,1,32,2,1,0.6190476190476191,0.0,0.6666666666666666,39.91711142678464,1.2069489608125767
356,1,32,356,9,32,1,1,32,2,1,0.5714285714285714,0.0,0.5,39.91711142678464,1.9218120556727962
357,3,32,1072,9,32,1,1,32,2,1,0.6190476190476191,0.0,0.6666666666666666,39.91711142678464,1.2069489608125925
358,1,32,808,9,32,2,1,32,3,2,0.5714285714285714,0.6931471805579453,0.6,40.20479349923642,2.4138979216251535
359,26,50,9232,9,50,1,1,50,2,1,0.5714285714285714,0.0,0.5,61.41822505752126,1.9218120556727962
360,1,19,360,9,19,1,1,19,2,1,0.6666666666666666,0.0,0.6666666666666666,23.62137716693675,1.2069489608125845
361,3,45,2752,9,45,1,1,45,2,1,0.6190476190476191,0.0,0.6666666666666666,55.637481541728945,1.2069489608125767
362,1,19,544,9,19,1,1,19,2,1,0.6190476190476191,0.0,0.5,23.90905923938853,1.921812055672816
363,8,45,1636,9,45,1,1,45,2,1,0.6190476190476191,0.0,0.6666666666666666,55.63748154172894,1.2069489608125925
364,1,94,9232,9,94,2,1,94,3,2,0.5714285714285714,0.6931471805579453,0.6,115.22312513550192,2.4138979216251535
365,3,94,9232,9,94,1,1,94,2,1,0.5714285714285714,0.0,0.5,115.22312513550192,1.9218120556727767
366,1,94,9232,9,94,1,1,94,2,1,0.6666666666666666,0.0,0.6666666666666666,115.22312513550192,1.2069489608125767
367,16,45,4192,9,45,1,1,45,2,1,0.6190476190476191,0.0,0.6666666666666666,55.92516361418072,1.2069489608125767
368,1,19,368,9,19,1,1,19,2,1,0.5714285714285714,0.0,0.5,24.196741311840313,1.9218120556728062
369,3,19,1108,9,19,1,1,19,2,1,0.6190476190476191,0.0,0.6666666666666666,23.90905923938853,1.2069489608125925
370,1,45,628,9,45,2,1,45,3,2,0.5714285714285714,0.6931471805579453,0.6,55.925163614180725,2.4138979216251224
371,6,45,1672,9,45,1,1,45,2,1,0.5714285714285714,0.0,0.5,55.925163614180725,1.9218120556727767
372,1,19,372,9,19,1,1,19,2,1,0.6666666666666666,0.0,0.6666666666666666,23.909059239388533,1.2069489608125845
373,3,19,1120,9,19,1,1,19,2,1,0.6190476190476191,0.0,0.6666666666666666,24.196741311840313,1.2069489608125845
374,1,45,952,9,45,1,1,45,2,1,0.6190476190476191,0.0,0.5,55.925163614180725,1.9218120556727767
375,8,45,2536,9,45,1,1,45,2,1,0.6190476190476191,0.0,0.6666666666666666,56.2128456866325,1.2069489608125767
376,1,107,9232,9,107,2,1,107,3,2,0.5714285714285714,0.6931471805579453,0.6,131.231177322898,2.4138979216251535
377,3,63,9232,9,63,1,1,63,2,1,0.5714285714285714,0.0,0.5,77.13859517246557,1.9218120556728555
378,1,107,9232,9,107,1,1,107,2,1,0.6666666666666666,0.0,0.6666666666666666,130.94349525044623,1.2069489608125767
379,13,58,2752,9,58,1,1,58,2,1,0.6190476190476191,0.0,0.6666666666666666,71.35785165667325,1.206948960812608
380,1,107,9232,9,107,1,1,107,2,1,0.5714285714285714,0.0,0.5,131.231177322898,1.921812055672816
381,3,107,9232,9,107,1,1,107,2,1,0.6190476190476191,0.0,0.6666666666666666,131.231177322898,1.2069489608125767
382,1,45,4372,9,45,2,1,45,3,2,0.5714285714285714,0.6931471805579453,0.6,56.2128456866325,2.4138979216251535
383,19,45,13120,9,45,1,1,-1,2,1,0.5714285714285714,0.0,0.5,14.334075753824438,1.9218120556728062
384,1,14,384,9,14,1,1,14,2,1,0.6666666666666666,0.0,0.6666666666666666,16.97758743378908,1.2069489608125767
385,3,32,1156,9,32,1,1,32,2,1,0.6190476190476191,0.0,0.6666666666666666,39.91711142678465,1.2069489608125612
386,1,120,9232,9,120,1,1,120,2,1,0.6190476190476191,0.0,0.5,146.66386536539056,1.9218120556727372
387,6,120,9232,9,120,1,1,120,2,1,0.6190476190476191,0.0,0.6666666666666666,146.95154743784235,1.2069489608125143
388,1,120,9232,9,120,2,1,120,3,2,0.5714285714285714,0.6931471805579453,0.6,146.95154743784232,2.4138979216251535
389,3,120,9232,9,120,1,1,120,2,1,0.5714285714285714,0.0,0.5,146.95154743784232,1.921812055672816
390,1,120,9232,9,120,1,1,120,2,1,0.6666666666666666,0.0,0.6666666666666666,146.95154743784232,1.2069489608125767
391,11,120,9232,9,120,1,1,120,2,1,0.6190476190476191,0.0,0.6666666666666666,146.95154743784235,1.2069489608125143
392,1,27,392,9,27,1,1,27,2,1,0.5714285714285714,0.0,0.5,33.56100376608876,1.921812055672816
393,3,58,2248,9,58,1,1,58,2,1,0.6190476190476191,0.0,0.6666666666666666,71.93321580157681,1.206948960812608
394,1,27,592,9,27,2,1,27,3,2,0.5714285714285714,0.6931471805579453,0.6,33.84868583854055,2.4138979216251535
395,8,76,9232,9,76,1,1,76,2,1,0.5714285714285714,0.0,0.5,93.1466473598617,1.9218120556727767
396,1,27,448,9,27,1,1,27,2,1,0.6666666666666666,0.0,0.6666666666666666,33.56100376608876,1.2069489608125925
397,3,27,1192,9,27,1,1,27,2,1,0.6190476190476191,0.0,0.6666666666666666,33.84868583854055,1.2069489608125767
398,1,120,9232,9,120,1,1,120,2,1,0.6190476190476191,0.0,0.5,146.95154743784232,1.921812055672816
399,11,120,9232,9,120,1,1,120,2,1,0.6190476190476191,0.0,0.6666666666666666,147.2392295102941,1.2069489608125767
400,1,27,400,9,27,2,1,27,3,2,0.5714285714285714,0.6931471805579453,0.6,33.84868583854055,2.4138979216251535
401,3,19,1204,9,19,1,1,19,2,1,0.5714285714285714,0.0,0.5,23.90905923938853,1.921812055672816
402,1,19,1024,9,19,1,1,19,2,1,0.6666666666666666,0.0,0.6666666666666666,23.909059239388533,1.2069489608125845
403,6,19,1816,9,19,1,1,19,2,1,0.6190476190476191,0.0,0.6666666666666666,24.196741311840313,1.2069489608125845
404,1,27,404,9,27,1,1,27,2,1,0.5714285714285714,0.0,0.5,33.84868583854055,1.9218120556727962
405,3,27,1216,9,27,1,1,27,2,1,0.6190476190476191,0.0,0.6666666666666666,33.84868583854055,1.2069489608125767
406,1,40,916,9,40,2,1,40,3,2,0.5714285714285714,0.6931471805579453,0.6,49.56905595348485,2.4138979216251224
407,8,40,2752,9,40,1,1,40,2,1,0.5714285714285714,0.0,0.5,49.56905595348485,1.9218120556727962
408,1,27,408,9,27,1,1,27,2,1,0.6666666666666666,0.0,0.6666666666666666,33.56100376608876,1.2069489608125925
409,3,40,1384,9,40,1,1,40,2,1,0.6190476190476191,0.0,0.6666666666666666,49.56905595348485,1.2069489608125767
410,1,27,616,9,27,1,1,27,2,1,0.6190476190476191,0.0,0.5,33.84868583854055,1.9218120556727962
411,24,133,9232,9,133,1,1,133,2,1,0.6190476190476191,0.0,0.6666666666666666,162.95959962523844,1.2069489608125767
412,1,89,9232,9,89,2,1,89,3,2,0.5714285714285714,0.6931471805579453,0.6,109.15469954725779,2.4138979216251535
413,3,89,9232,9,89,1,1,89,2,1,0.5714285714285714,0.0,0.5,109.15469954725779,1.921812055672816
414,1,89,9232,9,89,1,1,89,2,1,0.6666666666666666,0.0,0.6666666666666666,109.15469954725779,1.206948960812608
415,24,133,9232,9,133,1,1,133,2,1,0.6190476190476191,0.0,0.6666666666666666,162.0965534078831,1.2069489608125767
416,1,14,416,9,14,1,1,14,2,1,0.5714285714285714,0.0,0.5,17.84063365114442,1.9218120556728062
417,3,133,9232,9,133,1,1,133,2,1,0.6190476190476191,0.0,0.6666666666666666,162.67191755278668,1.2069489608125143
418,1,40,628,9,40,2,1,40,3,2,0.5714285714285714,0.6931471805579453,0.6,49.85673802593662,2.413897921625185
419,6,40,1888,9,40,1,1,40,2,1,0.5714285714285714,0.0,0.5,49.85673802593662,1.9218120556727962
420,1,40,808,9,40,1,1,40,2,1,0.6666666666666666,0.0,0.6666666666666666,49.56905595348485,1.2069489608125612
421,3,40,1264,9,40,1,1,40,2,1,0.6190476190476191,0.0,0.6666666666666666,49.85673802593662,1.2069489608125925
422,1,40,952,9,40,1,1,40,2,1,0.6190476190476191,0.0,0.5,49.85673802593662,1.9218120556727962
423,16,32,3220,9,32,1,1,32,2,1,0.6190476190476191,0.0,0.6666666666666666,39.91711142678464,1.2069489608125767
424,1,14,424,9,14,2,1,14,3,2,0.5714285714285714,0.6931471805579453,0.6,18.128315723596202,2.4138979216251535
425,3,58,9232,9,58,1,1,58,2,1,0.5714285714285714,0.0,0.5,71.07016958422147,1.921812055672816
426,1,14,640,9,14,1,1,14,2,1,0.6666666666666666,0.0,0.6666666666666666,17.84063365114442,1.2069489608125845
427,8,53,2752,9,53,1,1,53,2,1,0.6190476190476191,0.0,0.6666666666666666,65.28942606842914,1.2069489608125767
428,1,102,9232,9,102,1,1,102,2,1,0.5714285714285714,0.0,0.5,124.87506966220212,1.9218120556728555
429,3,102,9232,9,102,1,1,102,2,1,0.6190476190476191,0.0,0.6666666666666666,124.87506966220212,1.206948960812608
430,1,102,9232,9,102,2,1,102,3,2,0.5714285714285714,0.6931471805579453,0.6,125.16275173465391,2.413897921625216
431,13,40,4372,9,40,1,1,40,2,1,0.5714285714285714,0.0,0.5,49.85673802593662,1.9218120556727962
