node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,ollivier_ricci,branching_entropy,ancestor_density_k2,local_potential,flow_energy
8668,1,140,14632,14,140,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,6.591673732008659,1.2069489608125827
8669,3,140,26008,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8670,1,65,166696,14,65,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8671,26,65,166696,14,65,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8672,1,47,8672,14,47,0,1,47,1,0,0.6666666666666666,0.0,1.0,57.71692308340877,0.0
8673,3,140,49408,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8674,1,47,13012,14,47,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8675,6,47,39040,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8676,1,78,13912,14,78,0,1,-1,1,0,0.8,0.0,1.0,15.26278900569715,0.0
8677,3,78,26032,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8678,1,78,19528,14,78,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8679,52,171,400948,14,171,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8680,1,47,8680,14,47,1,1,47,2,1,0.6666666666666666,0.0,0.6666666666666666,58.12238819151694,1.2069489608125767
8681,3,78,74176,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8682,1,47,13024,14,47,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8683,8,109,281716,14,109,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8684,1,52,10996,14,52,0,1,-1,1,0,0.6666666666666666,0.0,1.0,9.769727562356604,0.0
8685,3,52,26056,14,52,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8686,1,52,29320,14,52,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8687,50,109,250504,14,109,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8688,1,140,9232,14,140,0,1,140,1,0,0.8,0.0,1.0,169.6690563929035,0.0
8689,3,47,26068,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8690,1,52,20896,14,52,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8691,6,52,39112,14,52,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8692,1,140,9232,14,140,1,1,140,2,1,0.6666666666666666,0.0,0.6666666666666666,170.07452150101167,1.2069489608125767
8693,3,140,26080,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8694,1,184,225988,14,184,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8695,8,184,225988,14,184,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8696,1,140,24784,14,140,0,1,-1,1,0,0.6666666666666666,0.0,1.0,10.345091707260165,0.0
8697,3,202,190996,14,202,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8698,1,140,24784,14,140,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8699,16,202,190996,14,202,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8700,1,78,74356,14,78,0,1,-1,1,0,0.8,0.0,1.0,6.1862086239004945,0.0
8701,3,78,74356,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8702,1,78,223072,14,78,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8703,44,109,952864,14,109,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8704,1,21,8704,14,21,1,1,21,2,1,0.6666666666666666,0.0,0.6666666666666666,26.39396588917653,1.2069489608125925
8705,3,171,26116,14,171,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8706,1,140,13060,14,140,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8707,6,140,39184,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8708,1,140,9232,14,140,0,1,140,1,0,0.6666666666666666,0.0,1.0,170.24442053780706,0.0
8709,3,140,26128,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8710,1,140,19600,14,140,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8711,11,109,58804,14,109,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8712,1,47,8712,14,47,0,1,47,1,0,0.8,0.0,1.0,57.14155893850521,0.0
8713,3,140,44116,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8714,1,47,13072,14,47,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8715,8,140,39220,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8716,1,47,9808,14,47,1,1,47,2,1,0.6666666666666666,0.0,0.6666666666666666,57.2593419741616,1.2069489608125767
8717,3,47,26152,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8718,1,171,29428,14,171,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8719,11,171,88288,14,171,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8720,1,47,8720,14,47,0,1,47,1,0,0.6666666666666666,0.0,1.0,57.71692308340877,0.0
8721,3,47,26164,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8722,1,140,22084,14,140,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8723,6,140,39256,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8724,1,47,8724,14,47,0,1,47,1,0,0.8,0.0,1.0,57.14155893850521,0.0
8725,3,47,26176,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8726,1,140,19636,14,140,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8727,8,140,58912,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8728,1,47,8728,14,47,1,1,47,2,1,0.6666666666666666,0.0,0.6666666666666666,58.12238819151693,1.2069489608125925
8729,3,140,29464,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8730,1,47,13096,14,47,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8731,21,127,149200,14,127,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8732,1,140,14740,14,140,0,1,-1,1,0,0.6666666666666666,0.0,1.0,6.473890696352275,0.0
8733,3,140,26200,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8734,1,140,44224,14,140,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8735,21,140,132676,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8736,1,34,8736,14,34,0,1,34,1,0,0.8,0.0,1.0,41.42118882356092,0.0
8737,3,140,26212,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8738,1,47,13108,14,47,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8739,6,47,39328,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8740,1,109,95956,14,109,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,10.175192670464769,1.2069489608125807
8741,3,109,95956,14,109,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8742,1,109,95956,14,109,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8743,13,109,95956,14,109,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8744,1,34,8744,14,34,0,1,34,1,0,0.6666666666666666,0.0,1.0,41.99655296846448,0.0
8745,3,52,112084,14,52,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8746,1,34,13120,14,34,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8747,8,47,39364,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8748,1,78,10528,14,78,0,1,-1,1,0,0.8,0.0,1.0,25.202415604849158,0.0
8749,3,78,26248,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8750,1,78,29536,14,78,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8751,32,52,189268,14,52,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8752,1,34,8752,14,34,1,1,34,2,1,0.6666666666666666,0.0,0.6666666666666666,42.402018076572645,1.2069489608125767
8753,3,78,26260,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8754,1,78,14776,14,78,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8755,6,78,39400,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8756,1,34,8756,14,34,0,1,34,1,0,0.6666666666666666,0.0,1.0,41.99655296846448,0.0
8757,3,34,26272,14,34,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8758,1,215,250504,14,215,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8759,8,215,250504,14,215,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8760,1,78,8760,14,78,0,1,78,1,0,0.8,0.0,1.0,94.3630426841862,0.0
8761,3,65,94768,14,65,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8762,1,78,13144,14,78,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8763,11,47,44368,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8764,1,78,22192,14,78,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,6.591673732008659,1.2069489608125827
8765,3,78,26296,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8766,1,78,66580,14,78,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8767,16,78,199744,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8768,1,96,9232,14,96,0,1,96,1,0,0.6666666666666666,0.0,1.0,117.30256667718174,0.0
8769,3,140,26308,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8770,1,140,13156,14,140,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8771,6,140,39472,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8772,1,140,9232,14,140,0,1,140,1,0,0.8,0.0,1.0,170.53210261025885,0.0
8773,3,140,26320,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8774,1,140,19744,14,140,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8775,16,140,59236,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8776,1,140,9232,14,140,1,1,140,2,1,0.6666666666666666,0.0,0.6666666666666666,171.2252497908188,1.2069489608125767
8777,3,140,44440,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8778,1,140,13168,14,140,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8779,8,140,39508,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8780,1,140,9880,14,140,0,1,140,1,0,0.6666666666666666,0.0,1.0,170.53210261025885,0.0
8781,3,140,26344,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8782,1,171,33352,14,171,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8783,13,171,88936,14,171,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8784,1,96,9232,14,96,0,1,96,1,0,0.8,0.0,1.0,116.72720253227818,0.0
8785,3,140,26356,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8786,1,140,50056,14,140,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8787,6,140,50056,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8788,1,96,9232,14,96,1,1,96,2,1,0.6666666666666666,0.0,0.6666666666666666,117.13266764038634,1.2069489608125767
8789,3,96,26368,14,96,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8790,1,127,19780,14,127,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8791,8,127,59344,14,127,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8792,1,34,8792,14,34,0,1,34,1,0,0.6666666666666666,0.0,1.0,41.99655296846448,0.0
8793,3,127,42280,14,127,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8794,1,34,13192,14,34,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8795,24,127,84544,14,127,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8796,1,34,14848,14,34,0,1,-1,1,0,0.8,0.0,1.0,6.1862086239004945,0.0
8797,3,34,26392,14,34,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8798,1,101,67768,14,101,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8799,13,101,133648,14,101,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8800,1,96,9232,14,96,1,1,96,2,1,0.6666666666666666,0.0,0.6666666666666666,117.70803178528992,1.2069489608125767
8801,3,78,33424,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8802,1,140,13204,14,140,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8803,6,140,39616,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8804,1,140,9232,14,140,0,1,140,1,0,0.6666666666666666,0.0,1.0,170.53210261025885,0.0
8805,3,140,26416,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8806,1,140,19816,14,140,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8807,19,78,150496,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8808,1,96,9232,14,96,0,1,96,1,0,0.8,0.0,1.0,117.01488460472997,0.0
8809,3,78,66904,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8810,1,96,13216,14,96,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8811,8,52,39652,14,52,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8812,1,52,25108,14,52,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,9.887510598012987,1.2069489608125807
8813,3,52,26440,14,52,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8814,1,52,29752,14,52,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8815,21,52,100420,14,52,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8816,1,47,8816,14,47,0,1,47,1,0,0.6666666666666666,0.0,1.0,58.00460515586055,0.0
8817,3,96,26452,14,96,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8818,1,78,80512,14,78,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8819,6,78,80512,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8820,1,47,8820,14,47,0,1,47,1,0,0.8,0.0,1.0,57.42924101095699,0.0
8821,3,47,26464,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8822,1,47,22336,14,47,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8823,8,47,59560,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8824,1,47,11176,14,47,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,10.750556815368329,1.2069489608125845
8825,3,140,50272,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8826,1,47,13240,14,47,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8827,13,122,44692,14,122,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8828,1,171,190996,14,171,0,1,-1,1,0,0.6666666666666666,0.0,1.0,6.473890696352275,0.0
8829,3,171,190996,14,171,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8830,1,171,190996,14,171,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8831,37,122,381976,14,122,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8832,1,21,8832,14,21,0,1,21,1,0,0.8,0.0,1.0,25.125454563713028,0.0
8833,3,78,37744,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8834,1,96,13252,14,96,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8835,6,96,39760,14,96,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8836,1,78,9448,14,78,1,1,78,2,1,0.6666666666666666,0.0,0.6666666666666666,95.05618986474613,1.2069489608125767
8837,3,78,26512,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8838,1,78,19888,14,78,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8839,11,78,59668,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8840,1,96,9232,14,96,0,1,96,1,0,0.6666666666666666,0.0,1.0,117.30256667718174,0.0
8841,3,140,75544,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8842,1,96,13264,14,96,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8843,8,78,39796,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8844,1,96,9952,14,96,0,1,96,1,0,0.8,0.0,1.0,116.72720253227818,0.0
8845,3,96,26536,14,96,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8846,1,78,85048,14,78,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8847,11,78,89584,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8848,1,140,9232,14,140,1,1,140,2,1,0.6666666666666666,0.0,0.6666666666666666,170.36220357346346,1.2069489608125767
8849,3,47,26548,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8850,1,47,22408,14,47,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8851,6,47,39832,14,47,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8852,1,140,9232,14,140,0,1,140,1,0,0.6666666666666666,0.0,1.0,169.9567384653553,0.0
8853,3,140,26560,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8854,1,96,19924,14,96,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8855,8,96,59776,14,96,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8856,1,140,9232,14,140,0,1,140,1,0,0.8,0.0,1.0,169.9567384653553,0.0
8857,3,109,45520,14,109,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8858,1,140,13288,14,140,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8859,42,78,255472,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8860,1,122,345544,14,122,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,6.591673732008659,1.2069489608125827
8861,3,122,345544,14,122,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8862,1,122,345544,14,122,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8863,26,78,227176,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8864,1,21,8864,14,21,0,1,21,1,0,0.6666666666666666,0.0,1.0,25.988500781068367,0.0
8865,3,171,182068,14,171,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8866,1,140,18952,14,140,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8867,6,140,39904,14,140,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8868,1,78,95956,14,78,0,1,-1,1,0,0.8,0.0,1.0,9.769727562356604,0.0
8869,3,78,95956,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8870,1,78,95956,14,78,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8871,21,78,75796,14,78,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8872,1,21,8872,14,21,1,1,21,2,1,0.6666666666666666,0.0,0.6666666666666666,26.39396588917653,1.2069489608125925
8873,3,171,575728,14,171,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8874,1,21,13312,14,21,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8875,8,96,39940,14,96,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8876,1,96,9988,14,96,0,1,96,1,0,0.6666666666666666,0.0,1.0,115.86415631492284,0.0
8877,3,96,26632,14,96,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8878,1,96,29968,14,96,1,1,-1,2,1,0.7333333333333334,0.0,0.6666666666666666,1.0986122886681098,1.206948960812582
8879,13,171,89908,14,171,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8880,1,34,8880,14,34,0,1,34,1,0,0.8,0.0,1.0,41.42118882356092,0.0
8881,3,184,250504,14,184,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8882,1,184,250504,14,184,0,1,-1,1,0,1.0,0.0,1.0,0.6931471805599453,0.0
8883,6,184,250504,14,184,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
8884,1,34,8884,14,34,1,1,34,2,1,0.6666666666666666,0.0,0.6666666666666666,41.82665393166908,1.2069489608125767
8885,3,34,26656,14,34,0,0,-1,1,0,0.0,0.0,1.0,0.0,0.0
